"Symptom Group","Symptom","Cancer Group","Cancer Site","N_Men","% (95% CI)_Men","N_Women","% (95% CI)_Women"
"Female specific","Female specific - Vulval ulceration (Men=N<20, Women=55)","Prostate and other male organs","Penile","N<20","-","55","-"
"Female specific","Female specific - Vulval ulceration (Men=N<20, Women=55)","Prostate and other male organs","Prostate","N<20","-","55","-"
"Female specific","Female specific - Vulval ulceration (Men=N<20, Women=55)","Prostate and other male organs","Testicular","N<20","-","55","-"
"Female specific","Female specific - Vulval ulceration (Men=N<20, Women=55)","Other malignant neoplasms","Other malignant neoplasms","N<20","-","55","0.00 (0.00, 6.53)"
"Female specific","Female specific - Vulval ulceration (Men=N<20, Women=55)","Unknown primary","Unknown primary","N<20","-","55","0.00 (0.00, 6.53)"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Head and neck","Larynx","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Head and neck","Oral cavity","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Head and neck","Oropharynx","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Head and neck","Thyroid","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Head and neck","Other head and neck","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Upper GI","Oesophagus","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Upper GI","Stomach","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Lower GI","Anal","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Lower GI","Colon","277","0.36 (0.06, 2.02)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Lower GI","Rectum","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Lower GI","Small intestine","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","HPB","Liver","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","HPB","Pancreas","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","HPB","Other HPB","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Respiratory","Lung","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Respiratory","Mesothelioma","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Urological","Bladder","277","0.36 (0.06, 2.02)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Urological","Kidney","277","0.36 (0.06, 2.02)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Urological","Ureteric and other urinary","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Haematological","Acute leukaemia","277","0.36 (0.06, 2.02)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Haematological","Chronic lymphocytic leukaemia","277","0.36 (0.06, 2.02)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Haematological","Hodgkin lymphoma","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Haematological","Multiple myeloma","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Haematological","Non-Hodgkin lymphoma","277","0.72 (0.20, 2.59)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Haematological","Other haematological","277","0.72 (0.20, 2.59)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","CNS","CNS","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Sarcoma","Bone sarcoma","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Sarcoma","Connective and soft tissue sarcoma","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Skin","Melanoma","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Ocular","Ocular","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Breast","Breast","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Gynaecological","Cervix","277","-","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Gynaecological","Ovary","277","-","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Gynaecological","Uterus","277","-","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Gynaecological","Vulva/Vagina","277","-","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Prostate and other male organs","Penile","277","0.36 (0.06, 2.02)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Prostate and other male organs","Prostate","277","96.4 (93.5, 98.0)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Prostate and other male organs","Testicular","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Other malignant neoplasms","Other malignant neoplasms","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Erectile dysfunction (Men=277, Women=N<20)","Unknown primary","Unknown primary","277","0.00 (0.00, 1.37)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Head and neck","Larynx","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Head and neck","Oral cavity","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Head and neck","Oropharynx","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Head and neck","Thyroid","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Head and neck","Other head and neck","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Upper GI","Oesophagus","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Upper GI","Stomach","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Lower GI","Anal","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Lower GI","Colon","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Lower GI","Rectum","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Lower GI","Small intestine","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","HPB","Liver","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","HPB","Pancreas","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","HPB","Other HPB","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Respiratory","Lung","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Respiratory","Mesothelioma","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Urological","Bladder","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Urological","Kidney","57","1.75 (0.31, 9.29)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Urological","Ureteric and other urinary","57","1.75 (0.31, 9.29)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Haematological","Acute leukaemia","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Haematological","Chronic lymphocytic leukaemia","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Haematological","Hodgkin lymphoma","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Haematological","Multiple myeloma","57","1.75 (0.31, 9.29)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Haematological","Non-Hodgkin lymphoma","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Haematological","Other haematological","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","CNS","CNS","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Sarcoma","Bone sarcoma","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Sarcoma","Connective and soft tissue sarcoma","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Skin","Melanoma","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Ocular","Ocular","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Breast","Breast","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Gynaecological","Cervix","57","-","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Gynaecological","Ovary","57","-","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Gynaecological","Uterus","57","-","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Gynaecological","Vulva/Vagina","57","-","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Prostate and other male organs","Penile","57","93.0 (83.3, 97.2)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Prostate and other male organs","Prostate","57","1.75 (0.31, 9.29)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Prostate and other male organs","Testicular","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Other malignant neoplasms","Other malignant neoplasms","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Penile ulceration (Men=57, Women=N<20)","Unknown primary","Unknown primary","57","0.00 (0.00, 6.31)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Head and neck","Larynx","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Head and neck","Oral cavity","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Head and neck","Oropharynx","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Head and neck","Thyroid","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Head and neck","Other head and neck","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Upper GI","Oesophagus","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Upper GI","Stomach","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Lower GI","Anal","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Lower GI","Colon","311","0.96 (0.33, 2.80)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Lower GI","Rectum","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Lower GI","Small intestine","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","HPB","Liver","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","HPB","Pancreas","311","0.32 (0.06, 1.80)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","HPB","Other HPB","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Respiratory","Lung","311","0.32 (0.06, 1.80)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Respiratory","Mesothelioma","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Urological","Bladder","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Urological","Kidney","311","0.96 (0.33, 2.80)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Urological","Ureteric and other urinary","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Haematological","Acute leukaemia","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Haematological","Chronic lymphocytic leukaemia","311","0.32 (0.06, 1.80)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Haematological","Hodgkin lymphoma","311","0.32 (0.06, 1.80)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Haematological","Multiple myeloma","311","0.32 (0.06, 1.80)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Haematological","Non-Hodgkin lymphoma","311","5.47 (3.44, 8.58)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Haematological","Other haematological","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","CNS","CNS","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Sarcoma","Bone sarcoma","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Sarcoma","Connective and soft tissue sarcoma","311","0.32 (0.06, 1.80)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Skin","Melanoma","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Ocular","Ocular","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Breast","Breast","311","0.00 (0.00, 1.22)","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Gynaecological","Cervix","311","-","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Gynaecological","Ovary","311","-","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Gynaecological","Uterus","311","-","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Gynaecological","Vulva/Vagina","311","-","N<20","-"
"Male specific","Male specific - Testicular lump (Men=311, Women=N<20)","Prostate and other male organs","Penile","311","0.32 (0.06, 1.80)","N<20","-"
